date,value
2020-01-01,95.0
2020-01-02,95.02747252747253
2020-01-03,95.05494505494505
2020-01-04,95.08241758241758
2020-01-05,95.10989010989012
2020-01-06,95.13736263736264
2020-01-07,95.16483516483517
2020-01-08,95.1923076923077
2020-01-09,95.21978021978022
2020-01-10,95.24725274725274
2020-01-11,95.27472527472527
2020-01-12,95.3021978021978
2020-01-13,95.32967032967034
2020-01-14,95.35714285714286
2020-01-15,95.38461538461539
2020-01-16,95.41208791208791
2020-01-17,95.43956043956044
2020-01-18,95.46703296703296
2020-01-19,95.49450549450549
2020-01-20,95.52197802197803
2020-01-21,95.54945054945055
2020-01-22,95.57692307692308
2020-01-23,95.6043956043956
2020-01-24,95.63186813186813
2020-01-25,95.65934065934066
2020-01-26,95.68681318681318
2020-01-27,95.71428571428571
2020-01-28,95.74175824175825
2020-01-29,95.76923076923077
2020-01-30,95.7967032967033
2020-01-31,95.82417582417582
2020-02-01,95.85164835164835
2020-02-02,95.87912087912088
2020-02-03,95.9065934065934
2020-02-04,95.93406593406593
2020-02-05,95.96153846153847
2020-02-06,95.98901098901099
2020-02-07,96.01648351648352
2020-02-08,96.04395604395604
2020-02-09,96.07142857142857
2020-02-10,96.0989010989011
2020-02-11,96.12637362637362
2020-02-12,96.15384615384616
2020-02-13,96.18131868131869
2020-02-14,96.20879120879121
2020-02-15,96.23626373626374
2020-02-16,96.26373626373626
2020-02-17,96.29120879120879
2020-02-18,96.31868131868131
2020-02-19,96.34615384615384
2020-02-20,96.37362637362638
2020-02-21,96.4010989010989
2020-02-22,96.42857142857143
2020-02-23,96.45604395604396
2020-02-24,96.48351648351648
2020-02-25,96.51098901098901
2020-02-26,96.53846153846153
2020-02-27,96.56593406593407
2020-02-28,96.5934065934066
2020-02-29,96.62087912087912
2020-03-01,96.64835164835165
2020-03-02,96.67582417582418
2020-03-03,96.7032967032967
2020-03-04,96.73076923076923
2020-03-05,96.75824175824175
2020-03-06,96.78571428571429
2020-03-07,96.81318681318682
2020-03-08,96.84065934065934
2020-03-09,96.86813186813187
2020-03-10,96.8956043956044
2020-03-11,96.92307692307692
2020-03-12,96.95054945054945
2020-03-13,96.97802197802199
2020-03-14,97.00549450549451
2020-03-15,97.03296703296704
2020-03-16,97.06043956043956
2020-03-17,97.08791208791209
2020-03-18,97.11538461538461
2020-03-19,97.14285714285714
2020-03-20,97.17032967032966
2020-03-21,97.1978021978022
2020-03-22,97.22527472527473
2020-03-23,97.25274725274726
2020-03-24,97.28021978021978
2020-03-25,97.3076923076923
2020-03-26,97.33516483516483
2020-03-27,97.36263736263736
2020-03-28,97.39010989010988
2020-03-29,97.41758241758242
2020-03-30,97.44505494505495
2020-03-31,97.47252747252747
2020-04-01,97.5
2020-04-02,97.52747252747253
2020-04-03,97.55494505494505
2020-04-04,97.58241758241758
2020-04-05,97.60989010989012
2020-04-06,97.63736263736264
2020-04-07,97.66483516483517
2020-04-08,97.6923076923077
2020-04-09,97.71978021978022
2020-04-10,97.74725274725274
2020-04-11,97.77472527472527
2020-04-12,97.8021978021978
2020-04-13,97.82967032967034
2020-04-14,97.85714285714286
2020-04-15,97.88461538461539
2020-04-16,97.91208791208791
2020-04-17,97.93956043956044
2020-04-18,97.96703296703296
2020-04-19,97.99450549450549
2020-04-20,98.02197802197801
2020-04-21,98.04945054945055
2020-04-22,98.07692307692308
2020-04-23,98.1043956043956
2020-04-24,98.13186813186813
2020-04-25,98.15934065934066
2020-04-26,98.18681318681318
2020-04-27,98.21428571428571
2020-04-28,98.24175824175825
2020-04-29,98.26923076923077
2020-04-30,98.2967032967033
2020-05-01,98.32417582417582
2020-05-02,98.35164835164835
2020-05-03,98.37912087912088
2020-05-04,98.4065934065934
2020-05-05,98.43406593406593
2020-05-06,98.46153846153847
2020-05-07,98.48901098901099
2020-05-08,98.51648351648352
2020-05-09,98.54395604395604
2020-05-10,98.57142857142857
2020-05-11,98.5989010989011
2020-05-12,98.62637362637362
2020-05-13,98.65384615384616
2020-05-14,98.68131868131869
2020-05-15,98.70879120879121
2020-05-16,98.73626373626374
2020-05-17,98.76373626373626
2020-05-18,98.79120879120879
2020-05-19,98.81868131868131
2020-05-20,98.84615384615384
2020-05-21,98.87362637362638
2020-05-22,98.9010989010989
2020-05-23,98.92857142857143
2020-05-24,98.95604395604396
2020-05-25,98.98351648351648
2020-05-26,99.01098901098901
2020-05-27,99.03846153846153
2020-05-28,99.06593406593407
2020-05-29,99.0934065934066
2020-05-30,99.12087912087912
2020-05-31,99.14835164835165
2020-06-01,99.17582417582418
2020-06-02,99.2032967032967
2020-06-03,99.23076923076923
2020-06-04,99.25824175824175
2020-06-05,99.28571428571429
2020-06-06,99.31318681318682
2020-06-07,99.34065934065934
2020-06-08,99.36813186813187
2020-06-09,99.3956043956044
2020-06-10,99.42307692307692
2020-06-11,99.45054945054945
2020-06-12,99.47802197802199
2020-06-13,99.50549450549451
2020-06-14,99.53296703296704
2020-06-15,99.56043956043956
2020-06-16,99.58791208791209
2020-06-17,99.61538461538461
2020-06-18,99.64285714285714
2020-06-19,99.67032967032966
2020-06-20,99.6978021978022
2020-06-21,99.72527472527473
2020-06-22,99.75274725274726
2020-06-23,99.78021978021978
2020-06-24,99.8076923076923
2020-06-25,99.83516483516483
2020-06-26,99.86263736263736
2020-06-27,99.89010989010988
2020-06-28,99.91758241758242
2020-06-29,99.94505494505495
2020-06-30,99.97252747252747
2020-07-01,100.0
2020-07-02,100.02747252747253
2020-07-03,100.05494505494505
2020-07-04,100.08241758241758
2020-07-05,100.1098901098901
2020-07-06,100.13736263736264
2020-07-07,100.16483516483517
2020-07-08,100.1923076923077
2020-07-09,100.21978021978022
2020-07-10,100.24725274725274
2020-07-11,100.27472527472527
2020-07-12,100.3021978021978
2020-07-13,100.32967032967034
2020-07-14,100.35714285714286
2020-07-15,100.38461538461539
2020-07-16,100.41208791208791
2020-07-17,100.43956043956044
2020-07-18,100.46703296703296
2020-07-19,100.49450549450549
2020-07-20,100.52197802197801
2020-07-21,100.54945054945055
2020-07-22,100.57692307692308
2020-07-23,100.6043956043956
2020-07-24,100.63186813186813
2020-07-25,100.65934065934066
2020-07-26,100.68681318681318
2020-07-27,100.71428571428571
2020-07-28,100.74175824175825
2020-07-29,100.76923076923077
2020-07-30,100.7967032967033
2020-07-31,100.82417582417582
2020-08-01,100.85164835164835
2020-08-02,100.87912087912088
2020-08-03,100.9065934065934
2020-08-04,100.93406593406593
2020-08-05,100.96153846153847
2020-08-06,100.98901098901099
2020-08-07,101.01648351648352
2020-08-08,101.04395604395604
2020-08-09,101.07142857142857
2020-08-10,101.0989010989011
2020-08-11,101.12637362637362
2020-08-12,101.15384615384616
2020-08-13,101.18131868131869
2020-08-14,101.20879120879121
2020-08-15,101.23626373626374
2020-08-16,101.26373626373626
2020-08-17,101.29120879120879
2020-08-18,101.31868131868131
2020-08-19,101.34615384615384
2020-08-20,101.37362637362638
2020-08-21,101.4010989010989
2020-08-22,101.42857142857143
2020-08-23,101.45604395604396
2020-08-24,101.48351648351648
2020-08-25,101.51098901098901
2020-08-26,101.53846153846153
2020-08-27,101.56593406593407
2020-08-28,101.5934065934066
2020-08-29,101.62087912087912
2020-08-30,101.64835164835165
2020-08-31,101.67582417582418
2020-09-01,101.7032967032967
2020-09-02,101.73076923076923
2020-09-03,101.75824175824175
2020-09-04,101.78571428571429
2020-09-05,101.81318681318682
2020-09-06,101.84065934065934
2020-09-07,101.86813186813187
2020-09-08,101.8956043956044
2020-09-09,101.92307692307692
2020-09-10,101.95054945054945
2020-09-11,101.97802197802199
2020-09-12,102.00549450549451
2020-09-13,102.03296703296704
2020-09-14,102.06043956043956
2020-09-15,102.08791208791209
2020-09-16,102.11538461538461
2020-09-17,102.14285714285714
2020-09-18,102.17032967032966
2020-09-19,102.1978021978022
2020-09-20,102.22527472527473
2020-09-21,102.25274725274726
2020-09-22,102.28021978021978
2020-09-23,102.3076923076923
2020-09-24,102.33516483516483
2020-09-25,102.36263736263736
2020-09-26,102.39010989010988
2020-09-27,102.41758241758242
2020-09-28,102.44505494505495
2020-09-29,102.47252747252747
2020-09-30,102.5
2020-10-01,102.52747252747253
2020-10-02,102.55494505494505
2020-10-03,102.58241758241758
2020-10-04,102.6098901098901
2020-10-05,102.63736263736264
2020-10-06,102.66483516483517
2020-10-07,102.6923076923077
2020-10-08,102.71978021978022
2020-10-09,102.74725274725274
2020-10-10,102.77472527472527
2020-10-11,102.8021978021978
2020-10-12,102.82967032967034
2020-10-13,102.85714285714286
2020-10-14,102.88461538461539
2020-10-15,102.91208791208791
2020-10-16,102.93956043956044
2020-10-17,102.96703296703296
2020-10-18,102.99450549450549
2020-10-19,103.02197802197801
2020-10-20,103.04945054945055
2020-10-21,103.07692307692308
2020-10-22,103.1043956043956
2020-10-23,103.13186813186813
2020-10-24,103.15934065934066
2020-10-25,103.18681318681318
2020-10-26,103.21428571428571
2020-10-27,103.24175824175825
2020-10-28,103.26923076923077
2020-10-29,103.2967032967033
2020-10-30,103.32417582417582
2020-10-31,103.35164835164835
2020-11-01,103.37912087912088
2020-11-02,103.4065934065934
2020-11-03,103.43406593406593
2020-11-04,103.46153846153847
2020-11-05,103.48901098901099
2020-11-06,103.51648351648352
2020-11-07,103.54395604395604
2020-11-08,103.57142857142857
2020-11-09,103.5989010989011
2020-11-10,103.62637362637362
2020-11-11,103.65384615384616
2020-11-12,103.68131868131869
2020-11-13,103.70879120879121
2020-11-14,103.73626373626374
2020-11-15,103.76373626373626
2020-11-16,103.79120879120879
2020-11-17,103.81868131868131
2020-11-18,103.84615384615384
2020-11-19,103.87362637362638
2020-11-20,103.9010989010989
2020-11-21,103.92857142857143
2020-11-22,103.95604395604396
2020-11-23,103.98351648351648
2020-11-24,104.01098901098901
2020-11-25,104.03846153846153
2020-11-26,104.06593406593407
2020-11-27,104.0934065934066
2020-11-28,104.12087912087912
2020-11-29,104.14835164835165
2020-11-30,104.17582417582418
2020-12-01,104.2032967032967
2020-12-02,104.23076923076923
2020-12-03,104.25824175824175
2020-12-04,104.28571428571428
2020-12-05,104.31318681318682
2020-12-06,104.34065934065934
2020-12-07,104.36813186813187
2020-12-08,104.3956043956044
2020-12-09,104.42307692307692
2020-12-10,104.45054945054945
2020-12-11,104.47802197802199
2020-12-12,104.50549450549451
2020-12-13,104.53296703296704
2020-12-14,104.56043956043956
2020-12-15,104.58791208791209
2020-12-16,104.61538461538461
2020-12-17,104.64285714285714
2020-12-18,104.67032967032966
2020-12-19,104.69780219780219
2020-12-20,104.72527472527473
2020-12-21,104.75274725274726
2020-12-22,104.78021978021978
2020-12-23,104.8076923076923
2020-12-24,104.83516483516483
2020-12-25,104.86263736263736
2020-12-26,104.8901098901099
2020-12-27,104.91758241758242
2020-12-28,104.94505494505495
2020-12-29,104.97252747252747
2020-12-30,105.0
