date,value
2020-01-01,99.44280860075973
2020-01-02,99.582482741305
2020-01-03,100.42298653817087
2020-01-04,98.6320778434148
2020-01-05,99.53751268846854
2020-01-06,101.20269660690015
2020-01-07,100.46656221170254
2020-01-08,100.68801283737608
2020-01-09,99.55029630536586
2020-01-10,101.39567795113841
2020-01-11,99.0952900836078
2020-01-12,99.86081410484607
2020-01-13,100.2954891883149
2020-01-14,101.6213164308898
2020-01-15,100.77563566379635
2020-01-16,100.22598657661764
2020-01-17,100.0670110277009
2020-01-18,100.86560170958059
2020-01-19,98.34254946223409
2020-01-20,101.50575456399879
2020-01-21,97.67779643884151
2020-01-22,100.59275027449213
2020-01-23,99.26143305067143
2020-01-24,100.04212419030387
2020-01-25,100.9045206664266
2020-01-26,100.30681754701365
2020-01-27,98.7034882967107
2020-01-28,100.42091562522619
2020-01-29,97.71814114643593
2020-01-30,98.7359080575668
2020-01-31,99.19956113068108
2020-02-01,98.38505206897045
2020-02-02,99.01549705400747
2020-02-03,100.81785658629936
2020-02-04,100.33522997020972
2020-02-05,100.04894735272659
2020-02-06,100.9966020344189
2020-02-07,99.35047142096172
2020-02-08,102.81924703183279
2020-02-09,98.75069077289433
2020-02-10,100.6861390866985
2020-02-11,97.95335893342722
2020-02-12,98.52157615155429
2020-02-13,100.19269751818867
2020-02-14,100.12507996048676
2020-02-15,100.40767983124087
2020-02-16,100.60558581860155
2020-02-17,99.9414095330899
2020-02-18,102.01473327004308
2020-02-19,97.57893899798805
2020-02-20,100.42584591724153
2020-02-21,99.07937466886297
2020-02-22,100.40054427319238
2020-02-23,100.82337592893454
2020-02-24,101.14521469117925
2020-02-25,98.89669836537333
2020-02-26,99.39373170640678
2020-02-27,98.6362991318119
2020-02-28,100.05171980260761
2020-02-29,100.18981754292732
2020-03-01,99.13475213356203
2020-03-02,98.60735148906959
2020-03-03,100.49206490726775
2020-03-04,99.33601549353584
2020-03-05,98.01218685742904
2020-03-06,101.01406388141086
2020-03-07,101.5358712657597
2020-03-08,98.99552570255516
2020-03-09,101.40492311157851
2020-03-10,102.05918118640736
2020-03-11,100.80498781994925
2020-03-12,99.26551536903139
2020-03-13,100.43364258747472
2020-03-14,102.32401731787213
2020-03-15,97.93047617709784
2020-03-16,101.01579849909938
2020-03-17,99.52701274178864
