date,value
2020-01-01,100.0
2020-01-02,101.03955845408879
2020-01-03,102.033683215379
2020-01-04,102.93892626146237
2020-01-05,103.71572412738698
2020-01-06,104.3301270189222
2020-01-07,104.75528258147577
2020-01-08,104.97260947684137
2020-01-09,104.97260947684137
2020-01-10,104.75528258147577
2020-01-11,104.3301270189222
2020-01-12,103.71572412738698
2020-01-13,102.93892626146237
2020-01-14,102.033683215379
2020-01-15,101.03955845408879
2020-01-16,100.0
2020-01-17,98.96044154591121
2020-01-18,97.966316784621
2020-01-19,97.06107373853763
2020-01-20,96.28427587261302
2020-01-21,95.6698729810778
2020-01-22,95.24471741852423
2020-01-23,95.02739052315863
2020-01-24,95.02739052315863
2020-01-25,95.24471741852423
2020-01-26,95.6698729810778
2020-01-27,96.28427587261302
2020-01-28,97.06107373853763
2020-01-29,97.966316784621
2020-01-30,98.96044154591121
2020-01-31,100.0
2020-02-01,101.03955845408879
2020-02-02,102.033683215379
2020-02-03,102.93892626146237
2020-02-04,103.71572412738698
2020-02-05,104.3301270189222
2020-02-06,104.75528258147577
2020-02-07,104.97260947684137
2020-02-08,104.97260947684137
2020-02-09,104.75528258147577
2020-02-10,104.3301270189222
2020-02-11,103.71572412738698
2020-02-12,102.93892626146237
2020-02-13,102.033683215379
2020-02-14,101.0395584540888
2020-02-15,100.0
2020-02-16,98.96044154591121
2020-02-17,97.966316784621
2020-02-18,97.06107373853763
2020-02-19,96.28427587261304
2020-02-20,95.6698729810778
2020-02-21,95.24471741852423
2020-02-22,95.02739052315863
2020-02-23,95.02739052315863
2020-02-24,95.24471741852423
2020-02-25,95.66987298107782
2020-02-26,96.28427587261302
2020-02-27,97.06107373853763
2020-02-28,97.966316784621
2020-02-29,98.96044154591121
2020-03-01,99.99999999999999
2020-03-02,101.03955845408879
2020-03-03,102.033683215379
2020-03-04,102.93892626146237
2020-03-05,103.71572412738696
2020-03-06,104.33012701892218
2020-03-07,104.75528258147577
2020-03-08,104.97260947684137
2020-03-09,104.97260947684137
2020-03-10,104.75528258147577
2020-03-11,104.3301270189222
2020-03-12,103.71572412738698
2020-03-13,102.93892626146237
2020-03-14,102.033683215379
2020-03-15,101.03955845408879
2020-03-16,100.0
2020-03-17,98.96044154591121
2020-03-18,97.966316784621
2020-03-19,97.06107373853764
2020-03-20,96.28427587261302
2020-03-21,95.66987298107782
2020-03-22,95.24471741852423
2020-03-23,95.02739052315863
2020-03-24,95.02739052315863
2020-03-25,95.24471741852423
2020-03-26,95.6698729810778
2020-03-27,96.28427587261302
2020-03-28,97.06107373853763
2020-03-29,97.96631678462099
2020-03-30,98.96044154591121
2020-03-31,100.0
2020-04-01,101.0395584540888
2020-04-02,102.03368321537899
2020-04-03,102.93892626146236
2020-04-04,103.71572412738698
2020-04-05,104.3301270189222
2020-04-06,104.75528258147577
2020-04-07,104.97260947684137
2020-04-08,104.97260947684137
2020-04-09,104.75528258147577
2020-04-10,104.3301270189222
2020-04-11,103.71572412738698
2020-04-12,102.93892626146237
2020-04-13,102.03368321537901
2020-04-14,101.03955845408879
2020-04-15,100.0
2020-04-16,98.9604415459112
2020-04-17,97.96631678462101
2020-04-18,97.06107373853764
2020-04-19,96.28427587261304
2020-04-20,95.6698729810778
2020-04-21,95.24471741852423
2020-04-22,95.02739052315863
2020-04-23,95.02739052315863
2020-04-24,95.24471741852423
2020-04-25,95.6698729810778
2020-04-26,96.28427587261304
2020-04-27,97.06107373853763
2020-04-28,97.966316784621
2020-04-29,98.9604415459112
2020-04-30,99.99999999999997
2020-05-01,101.03955845408879
2020-05-02,102.03368321537899
2020-05-03,102.93892626146236
2020-05-04,103.71572412738696
2020-05-05,104.33012701892218
2020-05-06,104.75528258147577
2020-05-07,104.97260947684137
2020-05-08,104.97260947684137
2020-05-09,104.75528258147577
2020-05-10,104.3301270189222
2020-05-11,103.71572412738696
2020-05-12,102.93892626146237
2020-05-13,102.033683215379
2020-05-14,101.0395584540888
2020-05-15,100.0
2020-05-16,98.96044154591121
2020-05-17,97.966316784621
2020-05-18,97.06107373853764
2020-05-19,96.28427587261302
2020-05-20,95.66987298107782
2020-05-21,95.24471741852423
2020-05-22,95.02739052315863
2020-05-23,95.02739052315863
2020-05-24,95.24471741852423
2020-05-25,95.6698729810778
2020-05-26,96.28427587261302
2020-05-27,97.06107373853763
2020-05-28,97.966316784621
2020-05-29,98.9604415459112
2020-05-30,100.0
2020-05-31,101.03955845408878
2020-06-01,102.03368321537899
2020-06-02,102.93892626146237
2020-06-03,103.71572412738696
2020-06-04,104.33012701892218
2020-06-05,104.75528258147577
2020-06-06,104.97260947684137
2020-06-07,104.97260947684137
2020-06-08,104.75528258147577
2020-06-09,104.3301270189222
2020-06-10,103.71572412738698
2020-06-11,102.93892626146237
2020-06-12,102.033683215379
2020-06-13,101.03955845408882
2020-06-14,100.00000000000003
2020-06-15,98.96044154591118
2020-06-16,97.96631678462097
2020-06-17,97.06107373853764
2020-06-18,96.28427587261302
2020-06-19,95.6698729810778
2020-06-20,95.24471741852425
2020-06-21,95.02739052315863
2020-06-22,95.02739052315863
2020-06-23,95.24471741852423
2020-06-24,95.66987298107779
2020-06-25,96.28427587261301
2020-06-26,97.06107373853764
2020-06-27,97.96631678462101
2020-06-28,98.9604415459112
2020-06-29,99.99999999999999
2020-06-30,101.03955845408879
2020-07-01,102.033683215379
2020-07-02,102.93892626146234
2020-07-03,103.71572412738696
2020-07-04,104.33012701892218
2020-07-05,104.75528258147577
2020-07-06,104.97260947684137
2020-07-07,104.97260947684137
2020-07-08,104.75528258147577
2020-07-09,104.33012701892218
2020-07-10,103.71572412738698
2020-07-11,102.93892626146237
2020-07-12,102.033683215379
2020-07-13,101.03955845408883
2020-07-14,100.00000000000003
2020-07-15,98.96044154591122
2020-07-16,97.96631678462101
2020-07-17,97.06107373853764
2020-07-18,96.28427587261304
2020-07-19,95.6698729810778
2020-07-20,95.24471741852423
2020-07-21,95.02739052315863
2020-07-22,95.02739052315863
2020-07-23,95.24471741852423
2020-07-24,95.6698729810778
2020-07-25,96.28427587261301
2020-07-26,97.06107373853762
2020-07-27,97.96631678462101
2020-07-28,98.96044154591122
2020-07-29,99.99999999999999
2020-07-30,101.03955845408879
2020-07-31,102.033683215379
2020-08-01,102.93892626146237
2020-08-02,103.71572412738696
2020-08-03,104.33012701892218
2020-08-04,104.75528258147577
2020-08-05,104.97260947684136
2020-08-06,104.97260947684137
2020-08-07,104.75528258147577
2020-08-08,104.33012701892218
2020-08-09,103.71572412738698
2020-08-10,102.93892626146237
2020-08-11,102.033683215379
2020-08-12,101.03955845408879
2020-08-13,100.00000000000003
2020-08-14,98.96044154591122
2020-08-15,97.96631678462101
2020-08-16,97.06107373853764
2020-08-17,96.28427587261305
2020-08-18,95.6698729810778
2020-08-19,95.24471741852423
2020-08-20,95.02739052315863
2020-08-21,95.02739052315863
2020-08-22,95.24471741852423
2020-08-23,95.6698729810778
2020-08-24,96.28427587261304
2020-08-25,97.06107373853762
2020-08-26,97.96631678462099
2020-08-27,98.9604415459112
2020-08-28,99.99999999999996
2020-08-29,101.03955845408879
2020-08-30,102.033683215379
2020-08-31,102.93892626146237
2020-09-01,103.71572412738696
2020-09-02,104.33012701892218
2020-09-03,104.75528258147577
2020-09-04,104.97260947684137
2020-09-05,104.97260947684137
2020-09-06,104.75528258147578
2020-09-07,104.3301270189222
2020-09-08,103.71572412738696
2020-09-09,102.93892626146237
2020-09-10,102.033683215379
2020-09-11,101.03955845408879
2020-09-12,99.99999999999999
2020-09-13,98.96044154591122
2020-09-14,97.96631678462101
2020-09-15,97.06107373853764
2020-09-16,96.28427587261304
2020-09-17,95.66987298107782
2020-09-18,95.24471741852425
2020-09-19,95.02739052315863
2020-09-20,95.02739052315863
2020-09-21,95.24471741852423
2020-09-22,95.6698729810778
2020-09-23,96.28427587261302
2020-09-24,97.06107373853762
2020-09-25,97.96631678462097
2020-09-26,98.96044154591118
2020-09-27,99.99999999999999
2020-09-28,101.03955845408876
2020-09-29,102.033683215379
2020-09-30,102.93892626146237
2020-10-01,103.71572412738698
2020-10-02,104.33012701892218
2020-10-03,104.75528258147577
2020-10-04,104.97260947684137
2020-10-05,104.97260947684137
2020-10-06,104.75528258147578
2020-10-07,104.3301270189222
2020-10-08,103.71572412738698
2020-10-09,102.93892626146237
2020-10-10,102.033683215379
2020-10-11,101.03955845408879
2020-10-12,100.0
2020-10-13,98.9604415459112
2020-10-14,97.96631678462101
2020-10-15,97.06107373853764
2020-10-16,96.28427587261304
2020-10-17,95.66987298107783
2020-10-18,95.24471741852425
2020-10-19,95.02739052315863
2020-10-20,95.02739052315863
2020-10-21,95.24471741852423
2020-10-22,95.6698729810778
2020-10-23,96.28427587261302
2020-10-24,97.06107373853764
2020-10-25,97.96631678462097
2020-10-26,98.96044154591118
2020-10-27,99.99999999999999
2020-10-28,101.03955845408879
2020-10-29,102.03368321537897
2020-10-30,102.93892626146234
2020-10-31,103.71572412738695
2020-11-01,104.3301270189222
2020-11-02,104.75528258147577
2020-11-03,104.97260947684137
2020-11-04,104.97260947684137
2020-11-05,104.75528258147578
2020-11-06,104.33012701892221
2020-11-07,103.71572412738698
2020-11-08,102.93892626146237
2020-11-09,102.03368321537901
2020-11-10,101.03955845408879
2020-11-11,100.0
2020-11-12,98.9604415459112
2020-11-13,97.96631678462099
2020-11-14,97.06107373853762
2020-11-15,96.28427587261305
2020-11-16,95.66987298107783
2020-11-17,95.24471741852425
2020-11-18,95.02739052315863
2020-11-19,95.02739052315863
2020-11-20,95.24471741852423
2020-11-21,95.6698729810778
2020-11-22,96.28427587261302
2020-11-23,97.06107373853764
2020-11-24,97.96631678462094
2020-11-25,98.96044154591122
2020-11-26,99.99999999999996
2020-11-27,101.03955845408875
2020-11-28,102.03368321537903
2020-11-29,102.93892626146234
2020-11-30,103.715724127387
2020-12-01,104.33012701892218
2020-12-02,104.75528258147577
2020-12-03,104.97260947684137
2020-12-04,104.97260947684137
2020-12-05,104.75528258147578
2020-12-06,104.33012701892218
2020-12-07,103.715724127387
2020-12-08,102.9389262614624
2020-12-09,102.03368321537897
2020-12-10,101.03955845408883
2020-12-11,99.99999999999996
2020-12-12,98.96044154591122
2020-12-13,97.96631678462101
2020-12-14,97.06107373853764
2020-12-15,96.28427587261304
2020-12-16,95.66987298107784
2020-12-17,95.24471741852423
2020-12-18,95.02739052315864
2020-12-19,95.02739052315863
2020-12-20,95.24471741852423
2020-12-21,95.66987298107779
2020-12-22,96.28427587261305
2020-12-23,97.0610737385376
2020-12-24,97.96631678462097
2020-12-25,98.96044154591118
2020-12-26,99.99999999999999
